University Name,Program Title,Program Link,Area of Study,Target Group,Focus
Munich University of Technology,Politics & Technology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-politics-technology-w58781/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=78&hec-id=w58781&hec-offset=1557,Political Science,,"Democracy in the Digital Age, Global Governance, Ethics & Technology, Governance of Big Transformations: Environmental, Social & Technological Aspects, Economics & Policy, Digital Technology, Urbanisation, Mobility, Energy"
University of Hamburg,"Politics, Economics, Philosophy",https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hamburg-politics-economics-philosophy-w28706/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=78&hec-id=w28706&hec-offset=1558,"['Political Science', 'Philosophy', 'Economic Sciences, Economics']",,
University of Halle-Wittenberg,Polymer Materials Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-halle-wittenberg-polymer-materials-science-w30692/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=78&hec-id=w30692&hec-offset=1559,"['Plastics Engineering', 'Chemistry', 'Physics']","Chemists, Engineers, Physicists","Polymer Engineering, Polymer Science, Polymer Chemistry, Polymer Physics, Polymer Physical Chemistry"
Free University Berlin,Polymer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/free-university-berlin-polymer-science-w5650/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w5650&hec-offset=1560,Organic Chemistry,"Graduates with a Bachelor degree in chemistry, physics or a relevant engineering science subject",
Humboldt University Berlin,Polymer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-polymer-science-w6047/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w6047&hec-offset=1561,Physics,"Basic training in chemistry, physics or a relevant engineering subject","Polymer chemistry/synthesis, Polymer Engineering/Processing, Polymer Physics/Characterisation, Polymer Properties/Colloids"
University of Bayreuth,Polymer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bayreuth-polymer-science-w22710/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w22710&hec-offset=1562,Chemistry,"The Master's course in Polymer Science is aimed at students who are interested in Natural Science and Materials Science issues, who wish to work on a pioneering material class and aspire to a responsible function in companies, research institutes or universities. Requirement for admission to the course is a first degree (Bachelor of Science) in the subject areas of Chemistry, Biochemistry, Physics, Materials Science or a related discipline.","Polymer Science (Polymer Science, Macromolecular Research), Materials Sciences, Polymer Synthesis, Catalyst Design, Colloid Chemistry, Polymer Analysis, Polymer Physics, Polymer Processing, Bio-macromolecules, Biomaterials"
University of Potsdam,Polymer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-potsdam-polymer-science-w6568/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w6568&hec-offset=1563,"['Biology', 'Organic Chemistry', 'Physics']","Graduates with a Bachelor's degree in chemistry, physics, or a relevant engineering subject","Polymer Chemistry/Synthesis, Polymer Physics, Polymer Properties and Colloids, Polymer Technology and Processing"
Berlin University of Technology,Polymer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-university-of-technology-polymer-science-w6906/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w6906&hec-offset=1564,Organic Chemistry,"Graduates with a Bachelor degree in chemistry, physics or a relevant engineering science subject","Polymer Chemistry/Synthesis (FU), Polymer Physics (HU), Polymer Technology and Processing (TU), Properties of Polymers (UP)"
University of Aalen - Engineering and Business,Polymer Technology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-aalen-engineering-and-business-polymer-technology-w42733/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w42733&hec-offset=1565,"['Mechanical Engineering', 'Materials Engineering']","The Master's degree is aimed at graduates of mechanical engineering, production engineering, materials engineering, plastics engineering, mechatronics, chemistry, physics, industrial engineering or a related subject.",
Eberhard Karls University Tübingen,Population-Based Medicine,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/eberhard-karls-university-tuebingen-population-based-medicine-w66798/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w66798&hec-offset=1566,Health Economics,,
Brandenburgische Technische Universität Cottbus-Senftenberg,Power Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/brandenburgische-technische-universitaet-cottbus-senftenberg-power-engineering-w10462/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w10462&hec-offset=1567,"['Electrical Power Engineering', 'Renewable Energies', 'Power Engineering']",Applicants with a Bachelor's degree (or equivalent) in power engineering (electrical or thermal) or related engineering studies who are interested in a research-oriented international Master's in Electrical Power Engineering and Power Generation from Fossil and Renewable Fuels.,"Electrical Power Engineering, Power Generation from Fossil and Renewable Fuels"
Munich University of Technology,Power Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-power-engineering-w31076/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w31076&hec-offset=1568,Electrical Power Engineering,,Power Plant Engineering and Power Generation
"Furtwangen University - computer science, technology, economics, media, health",Precision Medicine Diagnostics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/furtwangen-university-computer-science-technology-economics-media-health-precision-medicine-diagnostics-w63915/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w63915&hec-offset=1569,"['Biochemistry', 'Human Biology, Biomedicine', 'Microbiology', 'Molecular Biology', 'Statistics', 'Pharmacy, Pharmacology']","Precision Medicine Diagnostics qualifies you for responsible positions in hospitals, industry and research institutions.","High-Throughput Procedures, Personalised Medicine, Biomarkers, Immunological Methods, Transcriptomics, Proteomics, Metabolomics"
University of Europe for Applied Sciences,Prevention & Therapy Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-europe-for-applied-sciences-prevention-therapy-management-w70244/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w70244&hec-offset=1570,Health Management,,
Berlin University of Technology,Process Energy and Environmental Systems Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-university-of-technology-process-energy-and-environmental-systems-engineering-w6905/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w6905&hec-offset=1571,"['Process Technology', 'Power Engineering']","Bachelor's or Diploma graduates in the subject areas of Chemical Engineering, Energy Engineering, Mechanical Engineering,
Environmental Engineering, Material Science/Engineering or a closely related degree course. The competent Examinations Board decides on the subject content qualification.","Environmental Engineering and Sustainability, Process Systems Engineering, Transdisciplinary and Intercultural Skills, Energy Technologies, Management"
University of Applied Sciences Offenburg,Process Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-offenburg-process-engineering-w16845/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w16845&hec-offset=1572,Process Technology,EUR 150 flat-rate service fee for EU citizens and all students who are exempt from the tuition fees of the State of Baden-Württemberg.,
Bremerhaven University of Applied Sciences,Process Engineering and Energy Technology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/bremerhaven-university-of-applied-sciences-process-engineering-and-energy-technology-w5846/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w5846&hec-offset=1573,"['Chemical Engineering', 'Process Technology', 'Disposal Technology', 'Environmental Engineering']",Bachelor and Diploma graduates with a degree focused on Process Engineering,"Process Engineering, Power Engineering, Environmental Engineering, Process Engineering, Thermal Process Engineering, Chemical Process Technology, Mechanical Process Engineering, Biological Process Engineering"
University of Magdeburg,Process Safety and Environmental Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-magdeburg-process-safety-and-environmental-engineering-w53679/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w53679&hec-offset=1574,Process Technology,,
Karlsruhe Institute of Technology (KIT),Production and Operations Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/karlsruhe-institute-of-technology-kit-production-and-operations-management-w31774/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w31774&hec-offset=1575,"['Automation Technology', 'Production Engineering', 'Financial Management, Insurance', 'Marketing, Distribution', 'Logistics, Transport, Transport Management']","Future engineering executives in production and/or logistics or plant engineering. Typical lines of business may be, e.g.:
    Machinery and equipment industry
    Process industry
    Automotive industry and automotive suppliers","Industry 4.0: Smart factories & digitalization in production, Supply network management, Quality management, Smart manufacturing & automation with industry 4.0, International production & distribution networks, Computer science & lifecycle management for engineers, Virtual Engineering (from CAD Systems to CAx), Operations Research"
Berlin School of Applied Sciences (HTW),Professional IT Business and Digitalisation,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-school-of-applied-sciences-htw-professional-it-business-and-digitalisation-w65229/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w65229&hec-offset=1576,"['Applied Computer Science', 'Computer Science', 'Practical Computer Science']",,
Berlin School of Applied Sciences (HTW),Project Management and Data Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-school-of-applied-sciences-htw-project-management-and-data-science-w56355/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w56355&hec-offset=1577,,"Professionals with a first professionally qualifying academic degree and practical experience who would like to acquire in-depth, practice-oriented knowledge in the area of data science and project management for further tasks in management positions.","International Project Management, Data Analysis, Statistical Programming, Data Mining, Change Management, Law"
International Psychoanalytic University Berlin,Psychology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/international-psychoanalytic-university-berlin-psychology-w65079/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w65079&hec-offset=1578,Psychology,"The prerequisite for admission is a bachelor's degree in psychology from a university. Graduates of other, social science courses (such as medicine, education, theology, sociology) must provide evidence of at least 60 credit points in psychology acquired in a previous university course.","Psychoanalysis, Clinical Psychology, Research Methods, Abnormal Psychology, Fundamental Diagnostics, Counselling"
University of Freiburg,Psychology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-freiburg-psychology-w69655/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=79&hec-id=w69655&hec-offset=1579,Psychology,,
Leuphana University Lüneburg,Psychology & Sustainability,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/leuphana-university-lueneburg-psychology-sustainability-w64887/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w64887&hec-offset=1580,"['Psychology', 'Sociology, Social Science', 'Sustainability Sciences (Ecological)']","The Double-Degree ""Psychology & Sustainability"" is designed for students with a Bachelor's degree in Psychology, Social Sciences, Behavioural Sciences, Sustainability Sciences or Environmental Sciences.",
International Psychoanalytic University Berlin,"Psychology focusing on Organisation - Transformation Processes in Work, Society and Environment",https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/international-psychoanalytic-university-berlin-psychology-focusing-on-organisation-transformation-processes-in-work-society-and-environment-w64271/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w64271&hec-offset=1581,"Business, Occupational, and Organisational Psychology","The course is aimed, on the one hand, at students who have already obtained a Bachelor's degree in Psychology and are interested in specialising in the areas of Work, Organisational and Business Psychology, as well as Environmental Psychology. In terms of transdisciplinary orientation, however, it is also open to students with Bachelor's degrees from neighbouring fields, such as Economics, Sociology, Political Science.  We see a particular strength of the degree course in the combination of the different perspectives and the associated competencies, which in this sense is an excellent preparation for later professional practice.","Reflective Psychology and Theoretical Psychology, Work, Organisational, and Business Psychology, Health and Environmental Psychology, Social and Cultural Psychology, Research Methods"
Sports University of Cologne,Psychology in Sport and Exercise,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/sports-university-of-cologne-psychology-in-sport-and-exercise-w53179/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w53179&hec-offset=1582,"['Psychology', 'Sport', 'Sports Psychology']",The MSc in Psychology in Sports and Exercise targets graduates with a degree in Sports Science or Psychology. Students should be interested in scientific thinking and working (e.g. conducting experiments) and theory and research-based practical application (e. g. coaching of athletes and team). Students pursue an integrated degree in Sports and Exercise Psychology.,"Research Methods, Diagnostics, Intervention and Evaluation, Mind, Motion and Performance, Motivation, Emotion and Adherence, Relationships, Teams and Group Dynamics, Cognition, Emotion and Performance, Stress, Mental Health and Well-Being / Stress, Psych. Health, Well-being, Perception, Cognition and Psychophysiology, Scientific Project, Sport Science"
Ludwig Maximilians University Munich,Psychology: Learning Sciences,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ludwig-maximilians-university-munich-psychology-learning-sciences-w37907/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w37907&hec-offset=1583,Psychology,,
Leuphana University Lüneburg,Public Affairs and Democracy,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/leuphana-university-lueneburg-public-affairs-and-democracy-w69400/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w69400&hec-offset=1584,Political Science,The English-language degree course is aimed at both national and international Bachelor's graduates in the field of Political Science.,"Political Science, Democracy Research, Governance, Theory of Democracy, Public Affairs"
Leuphana University Lüneburg,Public Affairs and Economics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/leuphana-university-lueneburg-public-affairs-and-economics-w69401/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w69401&hec-offset=1585,"['Political Science', 'Financial Management, Insurance', 'Economics', 'Sustainability Sciences (Economic)']","The English-taught degree course is aimed at both national and international Bachelor's graduates with a focus on economics (economics/international economics, business administration, economic science) or a focus on one of the profile areas (finance, political science, sustainability studies).","Economics, Economics, The Future of Employment, Behavioural Economics, Social Transformation, Macroeconomics, Applied Economic Policy, Microeconomics, Empirical Methods, Quantitative Methods"
Technische Universität Dresden,Public and International Economics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-universitaet-dresden-public-and-international-economics-w21293/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w21293&hec-offset=1586,Economics,,
Bauhaus-Universität Weimar,Public Art and New Artistic Strategies,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/bauhaus-universitaet-weimar-public-art-and-new-artistic-strategies-w6526/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w6526&hec-offset=1587,"['Fine Arts', 'Performances']",Fine artists and designers with experience in public space,"Sculptures, Installations, Activities, Performances"
Hamburg University of Applied Sciences,Public Health,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hamburg-university-of-applied-sciences-public-health-w6520/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w6520&hec-offset=1588,"['Health Science', 'Public Management, Social Management']",Professionally experienced graduates (Bachelor's or Diplom/Fachhochschule) in related disciplines,
University of Potsdam,"Public Health, Exercise and Nutrition",https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-potsdam-public-health-exercise-and-nutrition-w70338/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w70338&hec-offset=1589,"['Nutritional Science', 'Health Management', 'Health Science']",,
University of Public Administration Kehl,Public Management in International Cooperation,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-public-administration-kehl-public-management-in-international-cooperation-w64769/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w64769&hec-offset=1590,"Public Management, Social Management",,
University of Erfurt,Public Policy,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-erfurt-public-policy-w7309/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w7309&hec-offset=1591,"['Political Science', 'Economic Sciences, Economics']","The Master of Public Policy (MPP) is aimed at young academics and professionals seeking a career in public service, including government agencies, international organisations and the non-profit sector. The MPP programme equips future decision-makers with the knowledge and practical skills they need to promote the public interest and make informed policy decisions.","Conflict Studies and Management, International and Global Public Policy, Development and Socio-economic Policy, Non-profit Management and Social Entrepreneurship"
MU Media University of Applied Sciences,Public Relations and Digital Marketing,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mu-media-university-of-applied-sciences-public-relations-and-digital-marketing-w61913/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w61913&hec-offset=1592,"Marketing, Distribution",,"Public Relations, PR, Digital Marketing, Online Marketing, Marketing, Communication, Strategic Communication, PR Theories"
University of Münster,Public Sector Innovation and eGovernance,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-muenster-public-sector-innovation-and-egovernance-w57563/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w57563&hec-offset=1593,Administrative Studies,,
Eberhard Karls University Tübingen,"Quantitative Data Science Methods – Psychometrics, Econometrics and Machine Learning",https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/eberhard-karls-university-tuebingen-quantitative-data-science-methods-psychometrics-econometrics-and-machine-learning-w64289/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w64289&hec-offset=1594,"Economic Sciences, Economics",,
Mainz University,Quantitative Decision-Making in Economics and Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mainz-university-quantitative-decision-making-in-economics-and-management-w65213/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w65213&hec-offset=1595,"Economic Sciences, Economics","The degree course ""Quantitative Decision-Making in Economics and Management"" covers three complementary subject areas. These are statistical/econometric methods of data analysis, methods of data-driven planning and optimization of economic processes as well as the economic , social and behavioural science foundation of strategic interactions of individuals. By combining these course contents, students are qualified to support decision-making situations with analytical methods based on data. Such decision-making situations can arise in an entrepreneurial or institutional environment.
The unique selling point of the course is that the graduates have a high level of expertise in the methods for data analysis and in the concepts for decision-making and analysis in both management and economic areas.",
Ludwig Maximilians University Munich,Quantitative Economics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ludwig-maximilians-university-munich-quantitative-economics-w59078/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w59078&hec-offset=1596,Economics,,
Kiel University,Quantitative Economics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/kiel-university-quantitative-economics-w22808/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w22808&hec-offset=1597,Economics,,
Frankfurt University,Quantitative Economics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/frankfurt-university-quantitative-economics-w9559/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w9559&hec-offset=1598,"Economic Sciences, Economics",,"Economics, Quantitative Law and Economics, Quantitative Management, Quantitative Marketing, Quantitative Finance, Money and Macroeconomics, Microeconomics, Finance"
Kiel University,Quantitative Finance,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/kiel-university-quantitative-finance-w22809/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=80&hec-id=w22809&hec-offset=1599,"Financial Management, Insurance",,
Humboldt University Berlin,Quantitative Molecular Biology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-quantitative-molecular-biology-w22989/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w22989&hec-offset=1600,Biology,"Biologists, 
biochemists, 
biophysicists, 
medical graduates, 
veterinary medicine graduates","Biochemistry, Infection and Cell Biology, Immunology, Genetics, Plant Sciences, Microbiology"
University of Würzburg,Quantum Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-wuerzburg-quantum-engineering-w64447/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w64447&hec-offset=1601,"['Nanosciences', 'Experimental Physics', 'Physics', 'Theoretical Physics']","physicists, mathematicians",
Saarland University,Quantum Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/saarland-university-quantum-engineering-w64515/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w64515&hec-offset=1602,"['Electronics', 'Microelectronics', 'Experimental Physics', 'Physics', 'Theoretical Physics', 'Sensor Technology, Measurement Technology']",,"Quantum Physics, Quantum Technology, Atomic and Solid State Physics, Antenna Theory, Microsensors, Quantum Computer, Electrical and Electronic Engineering"
University of Hannover,Quantum Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hannover-quantum-engineering-w65562/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w65562&hec-offset=1603,"['Electrical Engineering', 'Experimental Physics', 'Physics']",,"Quantum Mechanics, Electrical Engineering, Quantum Technology, Quantum Communication, sensor technology, Simulation, Computation, Physics, Engineering Sciences"
University of Ulm,Quantum Engineering (QE),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-ulm-quantum-engineering-qe-w67286/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w67286&hec-offset=1604,"['Electrical Engineering', 'Microelectronics', 'Optoelectronics', 'Engineering Physics', 'Physics', 'Sensor Technology, Measurement Technology']","The Master's degree course in Quantum Engineering (QE) is aimed at graduates with a Bachelor's degree in Physics, Electrical Engineering, Nanotechnology, Quantum Technology or Aerospace Engineering or a related subject.","Quantum Technology, Engineering Sciences, Quantum Physics, Microsensors, Quantum Computer, Nanosciences, sensor technology, Simulation"
University of Siegen,Quantum Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-siegen-quantum-science-w68439/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w68439&hec-offset=1605,"['Electrical Engineering', 'Computer Science', 'Mathematics', 'Physics']",,
Munich University of Technology,Quantum Science & Technology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-quantum-science-technology-w64388/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w64388&hec-offset=1606,Physics,,
University of Jena,Quantum Science and Technology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-jena-quantum-science-and-technology-w70797/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w70797&hec-offset=1607,Physics,The degree course is aimed at graduates with a first certificate of academic degree (Bachelor's degree course of 180 ECTS or equivalent) in Physics or a professionally comparable degree programme with an overall grade of at least 2.0 (good).,"Quantum Physics, Quantum Technologies, Quantum Information"
Rhineland-Palatinate Technical University of Kaiserslautern-Landau,Quantum Technologies,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-quantum-technologies-w70644/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w70644&hec-offset=1608,Engineering Physics,"The English-language distance learning programme provides comprehensive and up-to-date knowledge about quantum technologies at an academic level. The interdisciplinary degree programme combines content relevant to quantum technologies from physics, mathematics, computer science, electrical and information technology, and information technology. It is explicitly dedicated to the areas of quantum communication, quantum computing, quantum sensor technology and quantum simulation.",
Technical University Braunschweig,Quantum Technologies in Electrical and Computer Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technical-university-braunschweig-quantum-technologies-in-electrical-and-computer-engineering-w67867/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w67867&hec-offset=1609,"['Information Technology', 'Physics', 'Engineering Informatics']","Electrical engineers with a focus on information engineering, physicists, computer scientists with a natural/engineering sciences focus",
Munich University of Technology,Radiation Biology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-radiation-biology-w50326/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w50326&hec-offset=1610,Human Medicine,,
Ruhr University Bochum,Redesigning the Post-Industrial City (RePIC),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ruhr-university-bochum-redesigning-the-post-industrial-city-repic-w67789/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w67789&hec-offset=1611,"['Landscape Architecture', 'Architecture', 'Geography']",,"Urban Transformations and Resilience, Diversity and Social Justice, Urban Analysis: Smart, Sustainable and Resilient Cities, Governance of Post-Industrial Cities"
Hochschule Kaiserslautern (University of Applied Sciences),Refinement of Polymer and Composite Products,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hochschule-kaiserslautern-university-of-applied-sciences-refinement-of-polymer-and-composite-products-w47565/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w47565&hec-offset=1612,"['Plastics Engineering', 'Textile Engineering']",,"Engineering, Refinement, Research"
Technische Universität Dresden,Regenerative Biology and Medicine,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-universitaet-dresden-regenerative-biology-and-medicine-w31614/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w31614&hec-offset=1613,"['Human Biology, Biomedicine', 'Molecular Biology']",,
West Saxon University of Applied Sciences of Zwickau,Regional and European Project Development (tri-national Master's degree),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/west-saxon-university-of-applied-sciences-of-zwickau-regional-and-european-project-development-tri-national-masters-degree-w52527/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w52527&hec-offset=1614,European Studies,,"Project Development, Language, Europe"
University of Bayreuth,Religion and Global Futures,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bayreuth-religion-and-global-futures-w68050/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w68050&hec-offset=1615,"['Political Science', 'Sociology, Social Science', 'Religious Studies', 'African Studies', 'Social Anthropology', 'Islamic Studies']","Graduates of a Bachelor's degree course in the amount of 180 ECTS credits, e.g. in Religious Studies and/or other Cultural and/or Social Sciences (e.g. Islamic Studies, African Studies, Social and Cultural Anthropology, Sociology, History, Political Science), whereby a total of at least 30 credit points in Religious Studies and/or Cultural and/or Social Sciences must be included, or an equivalent academic degree.",
University of Hannover,Religion in the Public Sphere,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hannover-religion-in-the-public-sphere-w64784/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w64784&hec-offset=1616,"['Sociology, Social Science', 'Religious Studies']",Cf. www.uni-hannover.de/studienangebot,"Negotiation of ""religion"" in society and culture, Negotiating ""religion"" in educational contexts, politics and law, ""Religion"" and ""Secularity"", Discursive Religious Studies, European Perspective and International Comparison"
TU Dortmund University,"Religion, Ethics and Politics",https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/tu-dortmund-university-religion-ethics-and-politics-w67117/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w67117&hec-offset=1617,"['Political Science', 'Protestant Theology', 'Catholic Theology', 'Religious Studies', 'Theology', 'Sustainability Sciences (Social)']",,"Politics, Ethics, Protestant Theology, Catholic Theology, Jewish Studies, Islamic Studies, Tolerance from an Interdisciplinary Perspective, Conflict from an Interdisciplinary Perspective, Identity from an Interdisciplinary Perspective"
University of Erfurt,Religious Studies,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-erfurt-religious-studies-w7310/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w7310&hec-offset=1618,Religious Studies,"Graduates of a relevant university course with a standard period of study of at least 6 semesters, whose final grade is better than 2.3.","General Religious Studies, Islamic Studies, Jewish Studies, Cultural History of Christendom (Orthodox Christendom)"
